   1.000000      0.0000000E+00
  0.9961617     -8.7532282E-02
  0.9838234     -0.1791411    
  0.9618387     -0.2736173    
  0.9292684     -0.3694053    
  0.8854986     -0.4646420    
  0.8303514     -0.5572402    
  0.7641683     -0.6450168    
  0.6878474     -0.7258554    
  0.6028171     -0.7978794    
  0.5109459     -0.8596129    
  0.4143966     -0.9100964    
  0.3154492     -0.9489424    
  0.2163212     -0.9763222    
  0.1190128     -0.9928927    
  2.5197757E-02 -0.9996825    
 -6.3834794E-02 -0.9979605    
 -0.1544639     -0.9879984    
 -0.2483160     -0.9686791    
 -0.3439257     -0.9389969    
 -0.4395052     -0.8982400    
 -0.5330162     -0.8461050    
 -0.6222863     -0.7827897    
 -0.7051643     -0.7090439    
 -0.7796935     -0.6261614    
 -0.8442777     -0.5359060    
 -0.8978121     -0.4403788    
 -0.9397557     -0.3418467    
 -0.9701363     -0.2425602    
 -0.9894916     -0.1445902    
 -0.9987640     -4.9704805E-02
 -0.9991713      4.0701859E-02
 -0.9914767      0.1302846    
 -0.9747228      0.2234176    
 -0.9478468      0.3187264    
 -0.9100481      0.4145028    
 -0.8609056      0.5087647    
 -0.8004785      0.5993615    
 -0.7293696      0.6841198    
 -0.6487345      0.7610149    
 -0.5602239      0.8283412    
 -0.4658659      0.8848553    
 -0.3679017      0.9298647    
 -0.2686030      0.9632510    
 -0.1701017      0.9854265    
 -7.4254677E-02  0.9972393    
  1.7441709E-02  0.9998479    
  0.1058848      0.9943784    
  0.1981869      0.9801642    
  0.2930670      0.9560919    
  0.3889027      0.9212788    
  0.4837767      0.8751915    
  0.5755707      0.8177520    
  0.6621013      0.7494144    
  0.7412866      0.6711887    
  0.8113200      0.5846023    
  0.8708228      0.4915969    
  0.9189500      0.3943741    
  0.9554307      0.2952153    
  0.9805429      0.1963049    
  0.9950292      9.9583969E-02
  0.9987565      4.9853887E-02
   300.0000      0.0000000E+00
   299.9962       1.499994    
   299.9850       3.000525    
   299.9662       4.502707    
   299.9398       6.007656    
   299.9058       7.516495    
   299.8640       9.030358    
   299.8144       10.55039    
   299.7568       12.07776    
   299.6943       13.53904    
   299.6248       15.00000    
   299.5426       16.56025    
   299.4453       18.23478    
   299.3304       20.03333    
   299.1947       21.96667    
   299.0347       24.04668    
   298.8461       26.28654    
   298.6239       28.70087    
   298.3621       31.30594    
   298.0534       34.11992    
   297.6893       37.16307    
   297.2594       40.45809    
   296.7513       44.03046    
   296.1499       47.90883    
   295.4369       52.12546    
   294.5899       56.71677    
   293.5816       61.72392    
   292.3782       67.19346    
   290.9381       73.17812    
   289.2091       79.73756    
   287.1264       86.93920    
   284.6081       94.85901    
   281.5506       103.5821    
   277.8221       113.2028    
   273.2536       123.8244    
   267.6274       135.5565    
   260.6618       148.5107    
   252.1373       162.5631    
   242.7955       176.2111    
   232.6650       189.3858    
   221.7822       202.0214    
   210.1908       214.0557    
   197.9411       225.4314    
   185.0896       236.0971    
   171.6980       246.0077    
   157.8321       255.1255    
   143.5611       263.4202    
   129.3786       270.6680    
   116.7927       276.3322    
   105.6078       280.7971    
   95.64590       284.3446    
   86.74968       287.1837    
   78.78271       289.4707    
   71.62747       291.3237    
   65.18316       292.8330    
   59.36337       294.0680    
   54.09395       295.0828    
   49.31117       295.9196    
   44.96008       296.6118    
   40.99318       297.1861    
   37.36923       297.6635    
   34.05236       298.0611    
   31.01122       298.3929    
   28.21832       298.6699    
   25.64950       298.9015    
   23.28343       299.0951    
   21.10124       299.2570    
   19.08615       299.3922    
   17.22326       299.5052    
   16.11173       299.5670    
   15.00000       299.6248    
   13.43934       299.6988    
   11.89454       299.7641    
   10.35942       299.8211    
   8.832774       299.8699    
   7.313384       299.9109    
   5.800076       299.9439    
   4.291694       299.9693    
   2.787093       299.9871    
   1.393555       299.9968    
  0.0000000E+00   300.0000    
  -1.500007       299.9962    
  -3.000538       299.9850    
  -4.502720       299.9662    
  -6.007669       299.9398    
  -7.516509       299.9058    
  -9.030372       299.8640    
  -10.55040       299.8144    
  -12.07777       299.7568    
  -13.53905       299.6943    
  -15.00000       299.6248    
  -16.56026       299.5426    
  -18.23479       299.4453    
  -20.03335       299.3304    
  -21.96669       299.1947    
  -24.04670       299.0347    
  -26.28656       298.8461    
  -28.70089       298.6239    
  -31.30597       298.3621    
  -34.11995       298.0534    
  -37.16309       297.6893    
  -40.45812       297.2594    
  -44.03049       296.7513    
  -47.90886       296.1499    
  -52.12550       295.4369    
  -56.71681       294.5899    
  -61.72396       293.5816    
  -67.19350       292.3782    
  -73.17817       290.9380    
  -79.73761       289.2091    
  -86.93926       287.1264    
  -94.85908       284.6081    
  -103.5822       281.5506    
  -113.2029       277.8221    
  -123.8245       273.2535    
  -135.5566       267.6274    
  -148.5108       260.6617    
  -162.5632       252.1373    
  -176.2112       242.7954    
  -189.3860       232.6649    
  -202.0215       221.7821    
  -214.0558       210.1907    
  -225.4315       197.9410    
  -236.0972       185.0895    
  -246.0078       171.6979    
  -255.1256       157.8320    
  -263.4203       143.5610    
  -270.6680       129.3786    
  -276.3322       116.7926    
  -280.7971       105.6078    
  -284.3446       95.64583    
  -287.1837       86.74962    
  -289.4707       78.78265    
  -291.3237       71.62742    
  -292.8330       65.18311    
  -294.0680       59.36332    
  -295.0828       54.09391    
  -295.9196       49.31113    
  -296.6118       44.96005    
  -297.1861       40.99314    
  -297.6635       37.36920    
  -298.0611       34.05234    
  -298.3929       31.01119    
  -298.6699       28.21830    
  -298.9015       25.64948    
  -299.0951       23.28341    
  -299.2570       21.10122    
  -299.3922       19.08614    
  -299.5052       17.22325    
  -299.5670       16.11172    
  -299.6248       15.00000    
  -299.6988       13.43932    
  -299.7641       11.89452    
  -299.8211       10.35941    
  -299.8699       8.832762    
  -299.9109       7.313371    
  -299.9439       5.800064    
  -299.9693       4.291681    
  -299.9871       2.787080    
  -299.9968       1.393542    
  -300.0000      0.0000000E+00
  -299.9962      -1.500020    
  -299.9850      -3.000551    
  -299.9662      -4.502733    
  -299.9398      -6.007682    
  -299.9058      -7.516521    
  -299.8640      -9.030385    
  -299.8144      -10.55042    
  -299.7568      -12.07778    
  -299.6943      -13.53907    
  -299.6248      -15.00000    
  -299.5426      -16.56027    
  -299.4453      -18.23480    
  -299.3304      -20.03336    
  -299.1947      -21.96671    
  -299.0347      -24.04672    
  -298.8461      -26.28658    
  -298.6239      -28.70091    
  -298.3621      -31.30599    
  -298.0534      -34.11997    
  -297.6893      -37.16312    
  -297.2594      -40.45815    
  -296.7513      -44.03053    
  -296.1499      -47.90890    
  -295.4369      -52.12553    
  -294.5899      -56.71685    
  -293.5816      -61.72400    
  -292.3782      -67.19355    
  -290.9380      -73.17822    
  -289.2091      -79.73767    
  -287.1264      -86.93932    
  -284.6081      -94.85915    
  -281.5506      -103.5822    
  -277.8220      -113.2030    
  -273.2535      -123.8246    
  -267.6273      -135.5567    
  -260.6617      -148.5109    
  -252.1372      -162.5633    
  -242.7953      -176.2113    
  -232.6648      -189.3861    
  -221.7820      -202.0216    
  -210.1906      -214.0559    
  -197.9409      -225.4316    
  -185.0894      -236.0973    
  -171.6978      -246.0079    
  -157.8319      -255.1256    
  -143.5609      -263.4203    
  -129.3784      -270.6681    
  -116.7926      -276.3322    
  -105.6077      -280.7971    
  -95.64576      -284.3447    
  -86.74956      -287.1838    
  -78.78259      -289.4707    
  -71.62737      -291.3237    
  -65.18307      -292.8330    
  -59.36329      -294.0680    
  -54.09387      -295.0828    
  -49.31110      -295.9196    
  -44.96002      -296.6119    
  -40.99312      -297.1861    
  -37.36918      -297.6635    
  -34.05231      -298.0611    
  -31.01117      -298.3929    
  -28.21828      -298.6699    
  -25.64946      -298.9015    
  -23.28340      -299.0951    
  -21.10121      -299.2570    
  -19.08613      -299.3922    
  -17.22323      -299.5052    
  -16.11171      -299.5670    
  -15.00000      -299.6248    
  -13.43931      -299.6988    
  -11.89451      -299.7641    
  -10.35940      -299.8211    
  -8.832748      -299.8699    
  -7.313358      -299.9109    
  -5.800051      -299.9439    
  -4.291668      -299.9693    
  -2.787067      -299.9871    
  -1.393529      -299.9968    
  0.0000000E+00  -300.0000    
   1.500033      -299.9962    
   3.000564      -299.9850    
   4.502746      -299.9662    
   6.007695      -299.9398    
   7.516535      -299.9058    
   9.030397      -299.8640    
   10.55043      -299.8144    
   12.07780      -299.7568    
   13.53908      -299.6943    
   15.00000      -299.6248    
   16.56028      -299.5426    
   18.23482      -299.4453    
   20.03338      -299.3304    
   21.96672      -299.1947    
   24.04673      -299.0347    
   26.28659      -298.8461    
   28.70093      -298.6239    
   31.30601      -298.3621    
   34.11999      -298.0534    
   37.16314      -297.6893    
   40.45817      -297.2594    
   44.03056      -296.7513    
   47.90893      -296.1498    
   52.12557      -295.4368    
   56.71689      -294.5899    
   61.72404      -293.5816    
   67.19360      -292.3782    
   73.17827      -290.9380    
   79.73772      -289.2091    
   86.93938      -287.1263    
   94.85921      -284.6080    
   103.5823      -281.5505    
   113.2031      -277.8220    
   123.8247      -273.2534    
   135.5568      -267.6273    
   148.5110      -260.6616    
   162.5634      -252.1371    
   176.2114      -242.7953    
   189.3862      -232.6647    
   202.0217      -221.7819    
   214.0560      -210.1905    
   225.4317      -197.9408    
