8.781542923696311967e-03,3.336562604853928610e-03,4.849412509768249308e-03,1.282850987177192210e-02
8.782002843614425402e-03,3.337970090972583632e-03,4.850231475242032346e-03,1.285006444646370587e-02
8.783775497132589177e-03,3.343394732286851783e-03,4.853387945292895848e-03,1.293313139280227730e-02
8.788033127680370399e-03,3.356423013950705914e-03,4.860969084266929079e-03,1.313260348941771433e-02
8.797769893633717794e-03,3.386214257375853073e-03,4.878305567576062853e-03,1.358864933331732638e-02
8.818624303608890366e-03,3.450010875609542220e-03,4.915434075936330784e-03,1.456508228262564687e-02
8.863020683659262114e-03,3.585783931306034834e-03,4.994462960995500918e-03,1.664282627831379854e-02
8.952753067737630535e-03,3.860045626941208900e-03,5.154141743029330008e-03,2.083957308545091383e-02
9.036541206533551043e-03,4.115947042661835011e-03,5.303179350450205193e-03,2.475524149522677700e-02
9.162770033939794320e-03,4.501128040365303187e-03,5.527593264250839009e-03,3.064967239325410223e-02
9.352654465176829524e-03,5.079785441747068468e-03,5.864915368819755177e-03,3.950719689228053555e-02
9.624943053466488568e-03,5.907954893243095792e-03,6.348072788173003168e-03,5.219030095181958345e-02
1.001731694615495133e-02,7.097995961603049096e-03,7.043149456830983049e-03,7.043041613445505389e-02
1.056052600339130523e-02,8.738836286957853139e-03,8.003109211119872890e-03,9.561292977211777178e-02
1.131255224779666689e-02,1.099733497959553760e-02,9.327523326268724602e-03,1.303434001677008236e-01
1.231312506678479586e-02,1.397791626732241242e-02,1.108113144640968627e-02,1.763113467030712478e-01
1.363144923148118352e-02,1.786070385416999723e-02,1.337603226036953794e-02,2.364448005168245937e-01
1.529363835411850538e-02,2.268023101113847764e-02,1.624261227665067808e-02,3.115284170995500368e-01
1.734093394914382885e-02,2.849081898020034559e-02,1.972855991227115066e-02,4.027990063845431346e-01
1.973455061833576107e-02,3.509068724108324600e-02,2.373444753900705653e-02,5.076428091365289275e-01
2.241712995905247030e-02,4.220645785955390306e-02,2.812145105877124004e-02,6.224236664701379151e-01
2.521820503368667893e-02,4.926637104936038708e-02,3.256480667429560716e-02,7.386583565946377439e-01
2.793133730384684404e-02,5.566790190321575099e-02,3.670283043465199374e-02,8.469246785490901486e-01
3.031061800305262163e-02,6.083503401848046332e-02,4.015715783526534882e-02,9.373769728767776810e-01
8.781564645124480262e-03,3.336629074393156810e-03,4.849451187687160367e-03,1.282952757896740729e-02
8.782053876100717749e-03,3.338126254129739675e-03,4.850322345195531674e-03,1.285245542381818762e-02
8.783827035396551269e-03,3.343552417640791377e-03,4.853479710796775558e-03,1.293554447064249567e-02
8.788221075851997133e-03,3.356998025630543187e-03,4.861303723467149882e-03,1.314140237507174271e-02
8.797958328758482063e-03,3.386790577789085006e-03,4.878641033169726915e-03,1.359746137957706415e-02
8.819311561788967593e-03,3.452112519591305547e-03,4.916657472255916289e-03,1.459721979760910185e-02
8.863602275893724472e-03,3.587560966752273775e-03,4.995497875699712181e-03,1.666996225771422493e-02
8.954857495357770522e-03,3.866471792236277679e-03,5.157885022444031083e-03,2.093776283980858244e-02
9.037703314904459509e-03,4.119489874753188771e-03,5.305244886581107766e-03,2.480924942823883872e-02
9.166272612747525944e-03,4.511800887925342465e-03,5.533816176943723991e-03,3.081267378290089565e-02
9.354268650129327761e-03,5.084685171318010372e-03,5.867777890258655225e-03,3.958169605435026689e-02
9.630432010136729531e-03,5.924601910847277636e-03,6.357798834350465028e-03,5.244449065853271086e-02
1.001918741475130506e-02,7.103612394589011239e-03,7.046447458445560981e-03,7.051531737055025117e-02
1.056839369724072754e-02,8.762460256333867020e-03,8.016970356343331577e-03,9.597389874059369941e-02
1.131434786591994403e-02,1.100257030978722163e-02,9.330640352987289859e-03,1.304213436375476487e-01
1.232357121337311796e-02,1.400864812340017404e-02,1.109931844904877771e-02,1.767823474551690754e-01
1.363365577524750481e-02,1.786678219020906497e-02,1.337974533859486587e-02,2.365341453890216772e-01
1.530775521282325136e-02,2.272019148167826394e-02,1.626664119916857235e-02,3.121465918301673526e-01
1.734777084420124557e-02,2.850908198520251541e-02,1.973982992919381604e-02,4.030791869648466808e-01
1.975652609967705822e-02,3.514899536503130612e-02,2.377044414689133064e-02,5.085659550505763349e-01
2.243467515376976543e-02,4.225037020219751804e-02,2.814923095692031460e-02,6.231285031318615220e-01
2.524465183768315538e-02,4.932949912686279692e-02,3.260548736813508042e-02,7.397007604906244982e-01
2.794863085922510287e-02,5.570599370610841705e-02,3.672820790538382230e-02,8.475703211415991367e-01
3.032325082501327596e-02,6.086061799178477810e-02,4.017479331018395522e-02,9.378272722455832655e-01
8.781554169971327387e-03,3.336597014147375286e-03,4.849432534280957025e-03,1.282903643362199100e-02
8.782014981127449563e-03,3.338007221794152095e-03,4.850253085637405703e-03,1.285063238832387551e-02
8.783788844635560117e-03,3.343435542037682603e-03,4.853411705721850065e-03,1.293375447484042609e-02
8.788037111005432556e-03,3.356435109659431770e-03,4.860976159433265560e-03,1.313278396057343880e-02
8.797726918191348111e-03,3.386082528194377453e-03,4.878229004264402618e-03,1.358662066731549517e-02
8.818419316582493811e-03,3.449383224614604136e-03,4.915069020396743531e-03,1.455544598694330678e-02
8.862372436899499523e-03,3.583800196741366087e-03,4.993308823498878585e-03,1.661239486792322889e-02
8.951006189638885391e-03,3.854704126143299395e-03,5.151032927587087702e-03,2.075765834097050705e-02
9.033678721195119096e-03,4.107200078870143142e-03,5.298087081210710834e-03,2.462109876769284431e-02
9.158077353245228786e-03,4.486802865452031025e-03,5.519249975093187995e-03,3.042995745372098840e-02
9.345194681736342102e-03,5.057046659681000735e-03,5.851663838784184474e-03,3.915829890129375601e-02
9.613356536726879939e-03,5.872712845709822035e-03,6.327516714449935888e-03,5.164920774962168670e-02
1.000000056502997614e-02,7.045489558604920398e-03,7.012484900212391861e-03,6.962334212799926869e-02
1.053538805174933715e-02,8.662952238744858757e-03,7.958712221893912697e-03,9.444458515710651980e-02
1.127768119572853528e-02,1.089273519535881307e-02,9.266170132944446039e-03,1.287288379961228912e-01
1.226658367221527060e-02,1.383954358166208584e-02,1.099967968988620030e-02,1.741678003601198899e-01
1.357301529948773747e-02,1.768910561502265444e-02,1.327452311087382042e-02,2.337726576750363550e-01
1.522463184416180879e-02,2.248097092129814484e-02,1.612394403793505210e-02,3.084029905310741726e-01
1.726700953617707132e-02,2.828215148188319150e-02,1.960316011018770760e-02,3.994923686908897764e-01
1.966330091960034540e-02,3.489552620917343168e-02,2.361575391090748113e-02,5.045065333181230072e-01
2.235809769051188070e-02,4.205099618264900030e-02,2.802541759869953825e-02,6.198761713419473907e-01
2.517624297427056845e-02,4.916140125749351997e-02,3.249863341174757947e-02,7.368917029562589427e-01
2.790693703256738253e-02,5.561082883124518483e-02,3.666589053150094007e-02,8.459275840098201549e-01
3.029906608062584925e-02,6.081031647410581331e-02,4.014059283859366251e-02,9.369226746151199103e-01
8.781514944914456389e-03,3.336476967191550052e-03,4.849362686063007043e-03,1.282719765048897717e-02
8.781981313548844342e-03,3.337904184027937465e-03,4.850193133823458430e-03,1.284905415867736156e-02
8.783669657370488798e-03,3.343070808164742662e-03,4.853199475743383805e-03,1.292816927330213243e-02
8.787853201572701223e-03,3.355872342233604064e-03,4.860648690008229772e-03,1.312416679187871846e-02
8.797113839121000617e-03,3.384206772426538810e-03,4.877137426846158384e-03,1.355790634194778063e-02
8.817419027079529542e-03,3.446323283250383052e-03,4.913288186636628925e-03,1.450860529252614300e-02
8.859498850913203119e-03,3.575013335157621423e-03,4.988194042222011092e-03,1.647791548344459261e-02
8.946235785336100269e-03,3.840126972425262838e-03,5.142545293909316258e-03,2.053452696190114987e-02
9.024982593872033984e-03,4.080645530070851727e-03,5.282620845350029584e-03,2.421464172691456182e-02
9.147393285331595347e-03,4.454209075282167425e-03,5.500258952349072056e-03,2.993089837331552525e-02
9.326445601001143865e-03,4.999937435171963873e-03,5.818367230769916701e-03,3.828363835962704520e-02
9.590070743658868010e-03,5.801935721918579855e-03,6.286215901533916475e-03,5.056435989104101497e-02
